id,objeto,nombre,comuna,perimetro_,area_metro,geometry
1,BARRIO,Agronomia,15,6556.17,2122169.54,"POLYGON ((-58.475890169642184 -34.591729162392305, -58.47597858408749 -34.591952777532946, -58.4760368181732 -34.5921000550855, -58.476127634097715 -34.592362355350744, -58.47620672882029 -34.59259079479962, -58.47668743745558 -34.59393293106015, -58.47670989231346 -34.59399562349359, -58.47671245066029 -34.59400269938607, -58.47690418830905 -34.5945329296331, -58.47711666943097 -34.59512051474555, -58.477880682906566 -34.59709356795671, -58.47834861680487 -34.59834796722777, -58.478580800509796 -34.59897097650323, -58.478832163758454 -34.59967637826255, -58.479748114424766 -34.59928174523411, -58.48078105977061 -34.59883666481998, -58.482128131015855 -34.59825624384334, -58.482844411895826 -34.597949032705834, -58.48298471786018 -34.59789112258312, -58.48300001388733 -34.59788657694367, -58.483288834145334 -34.59780079565009, -58.483456873969345 -34.59776357440074, -58.483462935768806 -34.59776303975697, -58.48485412158186 -34.597640290476384, -58.48518173383469 -34.59761283702656, -58.486131103021236 -34.59754294434364, -58.48648749935757 -34.59751674939939, -58.48668166508588 -34.597502486994976, -58.48714391603098 -34.597468453566776, -58.48735417723277 -34.59745298895509, -58.487798798703786 -34.597421843777276, -58.487825061324685 -34.597420000500534, -58.48854497259189 -34.59736950831801, -58.4895272102962 -34.59730211630678, -58.49018660435832 -34.597255634255454, -58.49121789200529 -34.59718645823974, -58.49249026533978 -34.597101123873315, -58.49282054332351 -34.59707897307948, -58.492909164988134 -34.59707302925942, -58.49341799401842 -34.59703896075194, -58.494715995669694 -34.59695327954774, -58.496785026689395 -34.59681674156767, -58.49712838845274 -34.59679411128995, -58.49717523922212 -34.596822971770784, -58.49838493898068 -34.59637325618735, -58.499550860524785 -34.59593981047887, -58.49963396377749 -34.59590893996758, -58.49978672208149 -34.59585213177787, -58.50012636636783 -34.59572583142179, -58.50070970217905 -34.59550903119802, -58.50179283808998 -34.59510650457477, -58.50275735762582 -34.59474802141889, -58.502876559661686 -34.59470368597916, -58.503180351542795 -34.59458785064267, -58.50354366270087 -34.59445578824524, -58.50308343148194 -34.59438790964244, -58.50347172005461 -34.593959253914015, -58.50331123523567 -34.59386184024049, -58.50214192901985 -34.59313910789158, -58.501928121766866 -34.593006919807685, -58.500817103856825 -34.59232098745605, -58.49948736351279 -34.59149989640506, -58.49820262400738 -34.59070666523205, -58.49706654034048 -34.59000521284748, -58.495928175353185 -34.58930227027139, -58.49559258984596 -34.589095031996926, -58.49536142715018 -34.58895157000458, -58.494794684452685 -34.588599950334384, -58.494225645087404 -34.58824685025678, -58.49389083410405 -34.588039113989, -58.493663850802086 -34.587895999262315, -58.49254052805878 -34.58718774053842, -58.49197057050998 -34.58682829126204, -58.49141381869284 -34.58647728801588, -58.49085076827545 -34.58612226958694, -58.49028619098699 -34.585766262717456, -58.48956005633142 -34.58530838473017, -58.48896942846867 -34.58493589747464, -58.48879415727158 -34.58482403134742, -58.488194550577354 -34.58544402522415, -58.48808695455612 -34.58555644395922, -58.487444181464824 -34.586228485680365, -58.48689461131224 -34.58680304034448, -58.486803357316546 -34.58690291865341, -58.48669661113699 -34.587019843094915, -58.48654420747557 -34.587181286679105, -58.48644114679275 -34.58729045974319, -58.486112129662075 -34.58763897808638, -58.485561948101946 -34.58822162512931, -58.48549104804764 -34.588296851978534, -58.48543502049335 -34.58835629846099, -58.485078924771926 -34.58873432698764, -58.48471116308242 -34.58912468077005, -58.48470691259766 -34.5891261733726, -58.48398914629326 -34.58937815325347, -58.48365126182417 -34.58949676986704, -58.48250228739399 -34.58989893529024, -58.48201294283056 -34.590070140339684, -58.48186240128454 -34.59012284074439, -58.48145862581178 -34.59025149502825, -58.481289265332336 -34.590305464925294, -58.481183083347005 -34.59033435404132, -58.48087177511148 -34.59041904837825, -58.479545807937114 -34.590756914504375, -58.47808392834421 -34.591129359561876, -58.47782591899012 -34.59119502591785, -58.47720435282813 -34.59135338293095, -58.47648379766588 -34.591562370565626, -58.475890169642184 -34.591729162392305))"
2,BARRIO,Almagro,5,8537.9,4050752.63,"POLYGON ((-58.41600403600113 -34.597859933549024, -58.41569500223619 -34.59786451505361, -58.415694281690406 -34.59786452573498, -58.415666827788684 -34.59786493226281, -58.415666108332346 -34.59786494291618, -58.41463144635392 -34.5979031263447, -58.41395769315606 -34.5979280080151, -58.41392436104433 -34.59792923887129, -58.41325621165685 -34.59795390972126, -58.412987517019374 -34.59796379871216, -58.41209465132787 -34.59799878019979, -58.41204977659872 -34.598001240273035, -58.411990889482446 -34.59800446785923, -58.41192253140976 -34.5980082151563, -58.412127747539294 -34.59930127940675, -58.41225771747433 -34.60011979746261, -58.412282592406584 -34.60024861210603, -58.412303652383585 -34.600357213455844, -58.41259525892396 -34.601606932460776, -58.41280762356229 -34.602516752814715, -58.4129763305343 -34.603239579934666, -58.413187089766375 -34.60414256684925, -58.41322556735862 -34.60430730485336, -58.4132324395128 -34.60433676974184, -58.413415948173025 -34.605124083507015, -58.41364846424978 -34.60612179871024, -58.413911824862225 -34.60725128835602, -58.41394055373985 -34.607351019713896, -58.41410247688072 -34.607911937702106, -58.414663514494634 -34.608194983540926, -58.414625570387905 -34.60885117504709, -58.41458650658843 -34.609381307705945, -58.41447055478863 -34.61074128013696, -58.414017790772796 -34.611555334311454, -58.41356476245129 -34.61236994997255, -58.41343889221667 -34.61261926847279, -58.413317540373455 -34.612859574479046, -58.413119844989794 -34.6134212612445, -58.412873597839415 -34.614121027871846, -58.412819897803075 -34.61544820627127, -58.412757593806994 -34.616634322097866, -58.41269112892961 -34.618074594829125, -58.41268580750058 -34.618282059770266, -58.412645603703076 -34.6193992399821, -58.412638844488875 -34.61958776094854, -58.41254739310853 -34.62064696103565, -58.41382698793994 -34.620756501642326, -58.415096621651244 -34.62086518026057, -58.416105889118604 -34.6209515874248, -58.41610807086712 -34.62095177396125, -58.41651302835297 -34.62098185977503, -58.41806871991088 -34.62109723686119, -58.41942900563055 -34.62119815716856, -58.420241311438 -34.62125837745853, -58.42050043874403 -34.62127677827744, -58.42097610309902 -34.62130948006528, -58.421451937995045 -34.62134422177143, -58.422215692508544 -34.62139842592308, -58.42224515811803 -34.62140051541757, -58.423523858399946 -34.62149118465207, -58.423704385082814 -34.62151017228533, -58.42372199289913 -34.62151202410598, -58.42374667917281 -34.62151461467895, -58.42404372687515 -34.621545790666815, -58.42405803862106 -34.62154729703604, -58.4242803319602 -34.621570696171545, -58.424291351989226 -34.62157185621688, -58.42508766880291 -34.621687077974876, -58.42516641711964 -34.62169847221798, -58.426617993722836 -34.62190842700658, -58.42779818792835 -34.622079200302956, -58.42784582504237 -34.62183850729086, -58.42794451483298 -34.62133606501756, -58.42807163094397 -34.6206886294172, -58.42828038348047 -34.61962532285101, -58.42828684462788 -34.61959241027265, -58.42832039020718 -34.61943002375544, -58.428553841141245 -34.618299583132455, -58.42859020775102 -34.618123476799404, -58.42859114078659 -34.618118958247585, -58.428795879070336 -34.6171918212994, -58.42922189746147 -34.615262198147285, -58.429255350056906 -34.61511051469348, -58.43003137426665 -34.61545404367607, -58.430088676347964 -34.614020167365204, -58.43013009070171 -34.613333056490355, -58.430235682679296 -34.61190229091034, -58.430257457400636 -34.61176475984214, -58.430321504749486 -34.61113357170924, -58.430333086825236 -34.61092040233685, -58.43037349831735 -34.6101768825378, -58.43041679013364 -34.60947040550568, -58.4304767890353 -34.60873027019978, -58.43051571134714 -34.60851872793139, -58.43055231352328 -34.60792387095663, -58.43056277026247 -34.60775865946521, -58.430608699695775 -34.607052112479245, -58.430671988778066 -34.60594640975917, -58.431532337717904 -34.60494887570594, -58.43233297017933 -34.60393329183726, -58.43333687771966 -34.60267859363733, -58.43314460422121 -34.6025837563302, -58.432243441632785 -34.60213894439448, -58.43220130894098 -34.6020775963931, -58.43187551720937 -34.601702577183666, -58.43115719704175 -34.60088639198752, -58.431041082723894 -34.60075445801703, -58.43027799996006 -34.599887407339935, -58.43019090952997 -34.599809567542955, -58.430153110471274 -34.5997757539374, -58.429649543422755 -34.599325890999886, -58.42943185651599 -34.59913138941789, -58.429223088323745 -34.59900449933255, -58.42916476831594 -34.598964341781674, -58.42855102818961 -34.59867775593027, -58.42854164969183 -34.5986735949965, -58.42799058800827 -34.598429140422475, -58.42785554506763 -34.598369241395936, -58.42777627037006 -34.598334144887495, -58.42678829291573 -34.5979494812089, -58.426567906269064 -34.59792103647548, -58.426442469081785 -34.59790487129709, -58.42630587453738 -34.597887222471456, -58.424957256162664 -34.59785701864381, -58.42375620668038 -34.597832538504306, -58.42337046439579 -34.59775309579909, -58.42284450312962 -34.59771812673761, -58.42284263479575 -34.59771800262326, -58.422747238904925 -34.597719991045835, -58.42178083855531 -34.59774013195552, -58.42063850283121 -34.59775923930643, -58.42043602768668 -34.59776262530665, -58.42016606016313 -34.59776837590226, -58.41911977428877 -34.59779073635297, -58.41894422049919 -34.59779448748676, -58.41885324690783 -34.59779642579564, -58.417469104811424 -34.597825914029805, -58.417408448702155 -34.59782738759479, -58.417403078898175 -34.59782751808431, -58.417267837448584 -34.597830803306756, -58.41726713649288 -34.59783082037807, -58.41726641596561 -34.59783083792598, -58.41724385864067 -34.59783138638638, -58.41616333069258 -34.59785765352726, -58.41616261013123 -34.59785767104057, -58.41600475655537 -34.597859923268764, -58.41600403600113 -34.597859933549024))"
3,BARRIO,Balvanera,3,8375.82,4342280.68,"POLYGON ((-58.39293533370779 -34.599642149302134, -58.39277006293219 -34.60081207200118, -58.39275189990416 -34.600940372632536, -58.39259677331877 -34.60199170783177, -58.392577414768674 -34.602122824662686, -58.392391551116624 -34.603160338101695, -58.392290813782616 -34.6044410023412, -58.392210115485604 -34.60549111142756, -58.39219839523505 -34.60565195243636, -58.392126431371004 -34.60664460073984, -58.39211659499741 -34.60679354044274, -58.39204678205647 -34.607856683600275, -58.39203798016522 -34.60799139944647, -58.391965082244596 -34.60917411943598, -58.391956407021986 -34.609292982933326, -58.39195611909355 -34.60929693279127, -58.391879586730795 -34.61034528277381, -58.3918638388611 -34.6105608663448, -58.39181098256765 -34.61128469148097, -58.39179912519944 -34.61150440579574, -58.3917900359257 -34.61167327619789, -58.391789982643 -34.611675655916876, -58.391789969242225 -34.611676026392864, -58.39177087777308 -34.612460247401856, -58.39176124486188 -34.612667849687355, -58.39175369652899 -34.612829679062045, -58.391714678442646 -34.61382973960693, -58.39170492384749 -34.61407966615076, -58.39168906858453 -34.61466446758074, -58.39168892065374 -34.61466992378218, -58.391688122333285 -34.61469938262313, -58.39168120206098 -34.614921705705505, -58.391673053569946 -34.615185225656745, -58.39166476202498 -34.61551621048598, -58.391663066969635 -34.615704873979745, -58.391661844321035 -34.61583987531691, -58.39167960226741 -34.616883349505414, -58.39170141710722 -34.61816380098751, -58.392032338931855 -34.618180543922506, -58.39229765796183 -34.61819356279188, -58.39300696497007 -34.61822836362196, -58.393203218528434 -34.618238758139064, -58.39450024868797 -34.618307385132034, -58.39599396050404 -34.618386387698486, -58.39751868015059 -34.61846700945269, -58.398966997426044 -34.61854355786203, -58.39924698473674 -34.61855835326176, -58.400043327989216 -34.618608205344714, -58.40029801544886 -34.6186241119852, -58.40098421952514 -34.618672000803144, -58.40225058111476 -34.6187604592109, -58.403516778194955 -34.61884488946978, -58.405038965710126 -34.61915915136865, -58.406390991105255 -34.61943775039714, -58.40778407763489 -34.61972480483476, -58.40925570475488 -34.62002807487939, -58.41008265891352 -34.620198439824435, -58.41052275305638 -34.62028912541239, -58.41081541807443 -34.62034087236108, -58.41254739310853 -34.62064696103565, -58.412638844488875 -34.61958776094854, -58.412645603703076 -34.6193992399821, -58.41268580750058 -34.618282059770266, -58.41269112892961 -34.618074594829125, -58.412757593806994 -34.616634322097866, -58.412819897803075 -34.61544820627127, -58.412873597839415 -34.614121027871846, -58.413119844989794 -34.6134212612445, -58.413317540373455 -34.612859574479046, -58.41343889221667 -34.61261926847279, -58.41356476245129 -34.61236994997255, -58.414017790772796 -34.611555334311454, -58.41447055478863 -34.61074128013696, -58.41458650658843 -34.609381307705945, -58.414625570387905 -34.60885117504709, -58.414663514494634 -34.608194983540926, -58.41410247688072 -34.607911937702106, -58.41394055373985 -34.607351019713896, -58.413911824862225 -34.60725128835602, -58.41364846424978 -34.60612179871024, -58.413415948173025 -34.605124083507015, -58.4132324395128 -34.60433676974184, -58.41322556735862 -34.60430730485336, -58.413187089766375 -34.60414256684925, -58.4129763305343 -34.603239579934666, -58.41280762356229 -34.602516752814715, -58.41259525892396 -34.601606932460776, -58.412303652383585 -34.600357213455844, -58.412282592406584 -34.60024861210603, -58.41225771747433 -34.60011979746261, -58.412127747539294 -34.59930127940675, -58.41192253140976 -34.5980082151563, -58.41029791226502 -34.59809787350611, -58.409432614713864 -34.59809355414187, -58.4094318952652 -34.598093550547986, -58.40910363171661 -34.5980889556707, -58.40872602716091 -34.598083669048606, -58.408725306637606 -34.59808365895985, -58.40858129188742 -34.59808125972506, -58.40858057246066 -34.598081247739216, -58.40815254739098 -34.59807411765968, -58.40815182687461 -34.59807410565598, -58.40806131492753 -34.5980727286106, -58.40806059549537 -34.59807271766492, -58.40663087515758 -34.598050954173594, -58.406630154636126 -34.59805094320145, -58.40588687665585 -34.598047474443376, -58.4058861561212 -34.59804747107855, -58.405590957298216 -34.59804609269107, -58.40559023676358 -34.59804608932578, -58.404874871438714 -34.59804274118402, -58.40487415090419 -34.59804273780955, -58.40473669305419 -34.59804209442754, -58.404735972519696 -34.598042091054616, -58.40451143371197 -34.598041070149826, -58.404510717536766 -34.59804106689294, -58.40372555901828 -34.598460200054525, -58.403636243464724 -34.59850787952946, -58.403449079923945 -34.59860779168946, -58.403086845280896 -34.598801159713744, -58.40254090564244 -34.599092583101424, -58.40247845698195 -34.599125933466816, -58.402012342973116 -34.59937478850392, -58.40146800002244 -34.59944174106635, -58.40121232404902 -34.59947318806702, -58.40107435409538 -34.599489574153935, -58.40107357896446 -34.59948966660514, -58.4004810513927 -34.59956032387237, -58.39992512198693 -34.59962661365755, -58.398780957502964 -34.59975913519579, -58.398727364249375 -34.599765342033365, -58.39872726394246 -34.59976535365024, -58.39865935689131 -34.59976402685869, -58.39718998380497 -34.599735304535784, -58.39664451719508 -34.59972459996603, -58.39582073194652 -34.59970842818167, -58.394716167935734 -34.59968689664386, -58.39468941733719 -34.59968623077847, -58.39440055559255 -34.599679042329086, -58.39308373829616 -34.599645886452315, -58.39293533370779 -34.599642149302134))"
